clean_image,distorted_image,method,psnr
4627041,4627039,ref,35.784153
4627069,4627066,new,38.228153
4627069,4627067,ref,33.970642
4627077,4627074,new,34.57437
4627077,4627075,ref,38.061512
4627093,4627090,new,42.789482
4627093,4627091,ref,33.2304
4627101,4627098,new,44.823284
4627101,4627099,ref,34.566563
4627177,4627174,new,40.356537
4627177,4627175,ref,34.714973
4627185,4627182,new,41.98183
4627185,4627183,ref,34.550186
4627201,4627198,new,41.553078
4627201,4627199,ref,32.31197
4627209,4627206,new,38.95619
4627209,4627207,ref,36.498943
4627229,4627226,new,40.752254
4627229,4627227,ref,35.38557
4627265,4627262,new,34.560513
4627265,4627263,ref,39.780773
4627277,4627274,new,43.918877
4627277,4627275,ref,36.095943
4627301,4627298,new,32.279488
4627301,4627299,ref,35.52393
4627345,4627342,new,39.000618
4627345,4627343,ref,32.610413
4627381,4627378,new,40.198723
4627381,4627379,ref,34.384388
4627445,4627442,new,43.463364
4627445,4627443,ref,38.227783
4627449,4627446,new,43.68775
4627449,4627447,ref,31.598358
4630836,4630833,new,41.83161
4630836,4630834,ref,28.131672
4630844,4630841,new,32.302406
4630844,4630842,ref,30.308886
4630848,4630845,new,45.35662
4630848,4630846,ref,32.507874
4630860,4630857,new,40.508392
4630860,4630858,ref,24.807076
4630876,4630873,new,32.31728
4630876,4630874,ref,32.419056
4630884,4630881,new,42.916153
4630884,4630882,ref,30.492035
4630896,4630893,new,43.280693
4630896,4630894,ref,34.19739
4630904,4630901,new,25.901106
4630904,4630902,ref,40.030724
4630908,4630905,new,34.021908
4630908,4630906,ref,41.428345
4630916,4630913,new,41.638268
4630916,4630914,ref,30.803047
4630924,4630921,new,41.36997
4630924,4630922,ref,28.945652
4630932,4630929,new,27.067818
4630932,4630930,ref,38.93741
4630968,4630965,new,28.702953
4630968,4630966,ref,31.983326
4630980,4630977,new,42.855576
4630980,4630978,ref,31.429504
4631000,4630997,new,41.74092
4631000,4630998,ref,30.335438
4631016,4631013,new,31.789558
4631016,4631014,ref,27.814632
4631064,4631061,new,43.68645
4631064,4631062,ref,30.557287
4631072,4631069,new,32.12734
4631072,4631070,ref,40.535385
4631088,4631085,new,34.679844
4631088,4631086,ref,38.875965
4631100,4631097,new,37.64606
4631100,4631098,ref,33.617035
4631140,4631137,new,43.74538
4631140,4631138,ref,33.813416
4631212,4631209,new,34.68083
4631212,4631210,ref,36.457138
4631216,4631213,new,36.587578
4631216,4631214,ref,41.44462
4631276,4631273,new,38.224087
4631276,4631274,ref,30.70506
4631296,4631293,new,47.0757
4631296,4631294,ref,29.607885
4631300,4631297,new,37.576702
4631300,4631298,ref,34.397545
4631304,4631301,new,44.41551
4631304,4631302,ref,37.161415
4631336,4631333,new,38.583958
4631336,4631334,ref,29.53712
4631356,4631353,new,41.962547
4631356,4631354,ref,34.013905
4631372,4631369,new,45.273357
4631372,4631370,ref,36.216526
4631396,4631393,new,40.816933
4631396,4631394,ref,38.113464
4631416,4631413,new,42.458576
4631416,4631414,ref,35.20695
4631476,4631473,new,46.95533
4631476,4631474,ref,36.853546
4631536,4631533,new,36.6734
4631536,4631534,ref,33.653797
4631584,4631581,new,44.647755
4631584,4631582,ref,37.727417
4631604,4631601,new,45.095245
4631604,4631602,ref,36.309273
4631624,4631621,new,42.86095
4631624,4631622,ref,33.102325
4631652,4631649,new,41.791073
4631652,4631650,ref,35.704975
4631740,4631737,new,43.366837
4631740,4631738,ref,31.062986
4631764,4631761,new,32.127068
4631764,4631762,ref,42.662292
4643862,4643859,new,27.709023
4643862,4643860,ref,41.44539
4643866,4643863,new,42.40499
4643866,4643864,ref,28.360199
4643870,4643867,new,38.17884
4643870,4643868,ref,29.71846
4643878,4643875,new,29.059736
4643878,4643876,ref,36.0835
4643886,4643883,new,34.180454
4643886,4643884,ref,44.406284
4643890,4643887,new,43.982464
4643890,4643888,ref,25.701145
4643902,4643899,new,44.908607
4643902,4643900,ref,29.801405
4643906,4643903,new,42.746323
4643906,4643904,ref,28.935272
4643910,4643907,new,28.506163
4643910,4643908,ref,40.678104
4643930,4643927,new,32.353493
4643930,4643928,ref,41.23106
4643938,4643935,new,30.754108
4643938,4643936,ref,36.607155
4643958,4643955,new,33.52358
4643958,4643956,ref,44.545113
4643970,4643967,new,30.206127
4643970,4643968,ref,33.534367
4644010,4644007,new,45.08805
4644010,4644008,ref,33.899437
4644014,4644011,new,42.25276
4644014,4644012,ref,35.40021
4644022,4644019,new,42.664345
4644022,4644020,ref,30.830252
4644034,4644031,new,40.894882
4644034,4644032,ref,33.92946
4644050,4644047,new,39.922222
4644050,4644048,ref,32.613358
4644058,4644055,new,38.853252
4644058,4644056,ref,29.604172
4644078,4644075,new,37.660976
4644078,4644076,ref,32.380947
4644098,4644095,new,40.476604
4644098,4644096,ref,32.143265
4644110,4644107,new,38.93828
4644110,4644108,ref,30.188189
4644118,4644115,new,32.141167
4644118,4644116,ref,40.119053
4644142,4644139,new,42.174004
4644142,4644140,ref,34.34183
4644146,4644143,new,41.412907
4644146,4644144,ref,32.841637
4644162,4644159,new,39.758076
4644162,4644160,ref,33.490505
4644210,4644207,new,32.108665
4644210,4644208,ref,44.70329
4644234,4644231,new,34.17114
4644234,4644232,ref,29.016033
4644242,4644239,new,37.03361
4644242,4644240,ref,27.51141
4644250,4644247,new,49.482727
4644250,4644248,ref,34.181328
4644266,4644263,new,38.66874
4644266,4644264,ref,32.819527
4644270,4644267,new,35.498787
4644270,4644268,ref,29.801937
4644290,4644287,new,34.833942
4644290,4644288,ref,34.159954
4644334,4644331,new,34.70148
4644334,4644332,ref,40.369244
4644346,4644343,new,33.860405
4644346,4644344,ref,45.335655
4644354,4644351,new,46.848965
4644354,4644352,ref,35.519367
4644374,4644371,new,45.858364
4644374,4644372,ref,36.46601
4644386,4644383,new,33.14391
4644386,4644384,ref,41.99591
4644394,4644391,new,47.74659
4644394,4644392,ref,35.15338
4644406,4644403,new,46.32907
4644406,4644404,ref,34.299084
4644438,4644435,new,42.12017
4644438,4644436,ref,29.758656
4644450,4644447,new,33.52734
4644450,4644448,ref,38.118156
4644466,4644463,new,47.430424
4644466,4644464,ref,34.772717
4644474,4644471,new,42.631577
4644474,4644472,ref,35.339462
4644478,4644475,new,41.63097
4644478,4644476,ref,34.836487
4644546,4644543,new,43.94227
4644546,4644544,ref,34.725204
4644554,4644551,new,39.92441
4644554,4644552,ref,34.84786
4644594,4644591,new,43.271225
4644594,4644592,ref,30.058952
4644634,4644631,new,40.22854
4644634,4644632,ref,33.19367
4644638,4644635,new,34.21234
4644638,4644636,ref,40.872368
4644662,4644659,new,44.567356
4644662,4644660,ref,35.665405
4644666,4644663,new,41.209682
4644666,4644664,ref,35.233616
4644746,4644743,new,36.328827
4644746,4644744,ref,41.954685
4644750,4644747,new,32.7952
4644750,4644748,ref,40.08884
4644802,4644799,new,40.74498
4644802,4644800,ref,31.755825
4644822,4644819,new,45.51025
4644822,4644820,ref,33.128094
4644834,4644831,new,41.139656
4644834,4644832,ref,35.570847
4644864,4644861,new,23.519812
4644864,4644862,ref,35.4978
4644868,4644865,new,25.741148
4644868,4644866,ref,36.710823
4644880,4644877,new,24.071054
4644880,4644878,ref,29.510782
4644888,4644885,new,24.746407
4644888,4644886,ref,29.136887
4644892,4644889,new,29.41994
4644892,4644890,ref,35.345364
4644896,4644893,new,27.466831
4644896,4644894,ref,35.255028
4644900,4644897,new,25.02975
4644900,4644898,ref,29.565731
4644904,4644901,new,38.992664
4644904,4644902,ref,21.638203
4644908,4644905,new,43.381363
4644908,4644906,ref,27.471832
4644916,4644913,new,26.986807
4644916,4644914,ref,33.567394
4644920,4644917,new,26.989672
4644920,4644918,ref,29.001457
4644928,4644925,new,27.214779
4644928,4644926,ref,32.085575
4644936,4644933,new,28.390678
4644936,4644934,ref,31.218811
4644940,4644937,new,28.47279
4644940,4644938,ref,35.090927
4644956,4644953,new,30.256433
4644956,4644954,ref,43.43504
4644964,4644961,new,28.510664
4644964,4644962,ref,32.6219
4644980,4644977,new,28.291273
4644980,4644978,ref,31.788805
4644988,4644985,new,35.360252
4644988,4644986,ref,27.380539
4644992,4644989,new,30.697012
4644992,4644990,ref,36.626312
4645008,4645005,new,30.872707
4645008,4645006,ref,40.96451
4645016,4645013,new,37.563343
4645016,4645014,ref,29.007122
4645020,4645017,new,28.76353
4645020,4645018,ref,33.47958
4645028,4645025,new,27.383707
4645028,4645026,ref,33.54934
4645036,4645033,new,29.6577
4645036,4645034,ref,36.316654
4645044,4645041,new,33.93386
4645044,4645042,ref,44.177544
4645048,4645045,new,30.29022
4645048,4645046,ref,34.075348
4645072,4645069,new,30.531921
4645072,4645070,ref,34.786602
4645076,4645073,new,30.624435
4645076,4645074,ref,37.41966
4645080,4645077,new,31.412521
4645080,4645078,ref,35.89909
4645092,4645089,new,32.241554
4645092,4645090,ref,46.386814
4645112,4645109,new,30.553429
4645112,4645110,ref,28.80746
4645120,4645117,new,45.269608
4645120,4645118,ref,28.218616
4645124,4645121,new,29.835997
4645124,4645122,ref,36.0887
4645140,4645137,new,44.460354
4645140,4645138,ref,29.681322
4645152,4645149,new,30.319654
4645152,4645150,ref,29.631084
4645164,4645161,new,29.838999
4645164,4645162,ref,36.859486
4645176,4645173,new,35.08805
4645176,4645174,ref,34.258686
4645236,4645233,new,32.85096
4645236,4645234,ref,43.951935
4645260,4645257,new,34.76004
4645260,4645258,ref,28.087233
4645276,4645273,new,29.09606
4645276,4645274,ref,34.50174
4645280,4645277,new,35.447365
4645280,4645278,ref,31.882742
4645288,4645285,new,31.216377
4645288,4645286,ref,42.75471
4645292,4645289,new,30.660961
4645292,4645290,ref,42.796898
4645300,4645297,new,33.48591
4645300,4645298,ref,39.461044
4645304,4645301,new,32.70172
4645304,4645302,ref,38.443253
4645316,4645313,new,42.69116
4645316,4645314,ref,30.725004
4645320,4645317,new,47.03614
4645320,4645318,ref,31.660072
4645348,4645345,new,45.02564
4645348,4645346,ref,30.374275
4645352,4645349,new,30.823385
4645352,4645350,ref,34.357285
4645372,4645369,new,30.411255
4645372,4645370,ref,32.42849
4645396,4645393,new,42.572807
4645396,4645394,ref,31.889961
4645440,4645437,new,45.136818
4645440,4645438,ref,31.170593
4645444,4645441,new,39.843132
4645444,4645442,ref,31.02237
4645456,4645453,new,32.792236
4645456,4645454,ref,36.98275
4645464,4645461,new,32.751984
4645464,4645462,ref,32.53373
4645472,4645469,new,33.93703
4645472,4645470,ref,41.703686
4645508,4645505,new,35.814198
4645508,4645506,ref,40.923008
4645524,4645521,new,33.232624
4645524,4645522,ref,31.255066
4645536,4645533,new,30.578789
4645536,4645534,ref,33.736423
4645548,4645545,new,46.37472
4645548,4645546,ref,30.85234
4645560,4645557,new,33.386093
4645560,4645558,ref,38.247814
4645568,4645565,new,43.66699
4645568,4645566,ref,31.017864
4645576,4645573,new,33.33457
4645576,4645574,ref,40.84794
4645600,4645597,new,31.816027
4645600,4645598,ref,32.94084
4645608,4645605,new,40.9666
4645608,4645606,ref,32.826035
4645616,4645613,new,33.845135
4645616,4645614,ref,32.601387
4645620,4645617,new,33.16024
4645620,4645618,ref,39.522934
4645640,4645637,new,43.66958
4645640,4645638,ref,33.34983
4645648,4645645,new,37.809654
4645648,4645646,ref,32.432777
4645656,4645653,new,31.273611
4645656,4645654,ref,37.86547
4645680,4645677,new,44.641266
4645680,4645678,ref,31.66791
4645704,4645701,new,32.829872
4645704,4645702,ref,40.65345
4645724,4645721,new,31.221832
4645724,4645722,ref,35.590763
4645740,4645737,new,39.97724
4645740,4645738,ref,34.636246
4645784,4645781,new,35.956406
4645784,4645782,ref,38.806488
4645816,4645813,new,33.863255
4645816,4645814,ref,39.298447
4645820,4645817,new,42.130157
4645820,4645818,ref,32.627296
4645824,4645821,new,42.983112
4645824,4645822,ref,32.311497
4645866,4645863,new,27.652864
4645866,4645864,ref,44.39096
4645870,4645867,new,30.387459
4645870,4645868,ref,23.845581
4645890,4645887,new,31.487675
4645890,4645888,ref,29.945026
4645894,4645891,new,29.243956
4645894,4645892,ref,32.861706
4645898,4645895,new,29.15192
4645898,4645896,ref,31.607372
4645910,4645907,new,28.679893
4645910,4645908,ref,31.875278
4645918,4645915,new,31.682234
4645918,4645916,ref,43.87383
4645934,4645931,new,27.356186
4645934,4645932,ref,39.105335
4646002,4645999,new,32.626175
4646002,4646000,ref,26.653446
4646014,4646011,new,33.409336
4646014,4646012,ref,44.418583
4646058,4646055,new,42.857727
4646058,4646056,ref,31.441668
4646078,4646075,new,34.96097
4646078,4646076,ref,38.663006
4646090,4646087,new,28.271341
4646090,4646088,ref,39.687584
4646110,4646107,new,36.690254
4646110,4646108,ref,30.216646
4646146,4646143,new,43.648895
4646146,4646144,ref,32.498665
4646166,4646163,new,32.953346
4646166,4646164,ref,41.739258
4646174,4646171,new,43.806458
4646174,4646172,ref,31.807919
4646178,4646175,new,43.853508
4646178,4646176,ref,34.36017
4646186,4646183,new,37.19338
4646186,4646184,ref,29.423206
4646210,4646207,new,35.94545
4646210,4646208,ref,42.15294
4646234,4646231,new,27.206463
4646234,4646232,ref,37.798912
4646266,4646263,new,38.94526
4646266,4646264,ref,34.504093
4646282,4646279,new,44.75621
4646282,4646280,ref,33.12181
4646310,4646307,new,47.22
4646310,4646308,ref,34.57565
4646374,4646371,new,38.827255
4646374,4646372,ref,34.34516
4646386,4646383,new,35.111282
4646386,4646384,ref,37.909958
4646526,4646523,new,42.832012
4646526,4646524,ref,30.797493
4646530,4646527,new,32.535625
4646530,4646528,ref,41.84181
4646542,4646539,new,45.636784
4646542,4646540,ref,37.808647
4646550,4646547,new,43.96717
4646550,4646548,ref,35.96431
4646590,4646587,new,38.897068
4646590,4646588,ref,31.334555
4646594,4646591,new,41.849472
4646594,4646592,ref,32.62241
4646598,4646595,new,42.351105
4646598,4646596,ref,33.857025
4646606,4646603,new,37.16953
4646606,4646604,ref,33.917233
4646650,4646647,new,41.767597
4646650,4646648,ref,32.078022
4646662,4646659,new,43.40934
4646662,4646660,ref,35.690094
4646730,4646727,new,40.570786
4646730,4646728,ref,35.45283
4646754,4646751,new,42.220158
4646754,4646752,ref,31.107576
4646822,4646819,new,43.50807
4646822,4646820,ref,34.090027
4646834,4646831,new,41.81298
4646834,4646832,ref,34.234272
4646872,4646869,new,46.05805
4646872,4646870,ref,34.50127
4646884,4646881,new,35.304016
4646884,4646882,ref,46.462555
4646900,4646897,new,44.2807
4646900,4646898,ref,34.4371
4646904,4646901,new,42.8107
4646904,4646902,ref,31.657219
4646908,4646905,new,39.47138
4646908,4646906,ref,35.282738
4646956,4646953,new,40.074097
4646956,4646954,ref,30.899601
4646968,4646965,new,38.08544
4646968,4646966,ref,30.997717
4646992,4646989,new,47.323936
4646992,4646990,ref,28.29011
4647012,4647009,new,41.301083
4647012,4647010,ref,34.348644
4647064,4647061,new,42.393387
4647064,4647062,ref,32.757336
4647080,4647077,new,37.760857
4647080,4647078,ref,43.98525
4647096,4647093,new,48.719
4647096,4647094,ref,29.742943
4647120,4647117,new,38.04835
4647120,4647118,ref,31.639729
4647156,4647153,new,33.599022
4647156,4647154,ref,44.30313
4647180,4647177,new,37.64865
4647180,4647178,ref,45.856224
4647188,4647185,new,35.357002
4647188,4647186,ref,47.476875
4647252,4647249,new,37.154762
4647252,4647250,ref,39.462025
4647324,4647321,new,44.418583
4647324,4647322,ref,30.224083
4647348,4647345,new,35.047115
4647348,4647346,ref,42.478233
4647440,4647437,new,40.559372
4647440,4647438,ref,40.166794
4647520,4647517,new,34.6619
4647520,4647518,ref,51.770943
4647640,4647637,new,44.013206
4647640,4647638,ref,38.40916
4647820,4647817,new,49.946346
4647820,4647818,ref,42.12561
4647870,4647867,new,25.034876
4647870,4647868,ref,46.367477
4647878,4647875,new,25.22749
4647878,4647876,ref,35.45635
4647882,4647879,new,23.948826
4647882,4647880,ref,27.99734
4647890,4647887,new,27.03828
4647890,4647888,ref,41.13026
4647894,4647891,new,25.81097
4647894,4647892,ref,32.83169
4647898,4647895,new,26.002028
4647898,4647896,ref,31.166365
4647902,4647899,new,26.492832
4647902,4647900,ref,31.68806
4647906,4647903,new,26.848698
4647906,4647904,ref,29.76809
4647910,4647907,new,24.937454
4647910,4647908,ref,27.850685
4647926,4647923,new,29.862337
4647926,4647924,ref,38.104465
4647970,4647967,new,26.488068
4647970,4647968,ref,34.887978
4647978,4647975,new,31.364021
4647978,4647976,ref,37.82245
4648006,4648003,new,30.528276
4648006,4648004,ref,45.079082
4648038,4648035,new,31.554031
4648038,4648036,ref,40.177216
4648050,4648047,new,28.9589
4648050,4648048,ref,34.31469
4648062,4648059,new,27.301903
4648062,4648060,ref,42.06251
4648102,4648099,new,29.104794
4648102,4648100,ref,46.369892
4648114,4648111,new,31.029348
4648114,4648112,ref,37.235874
4648162,4648159,new,28.913548
4648162,4648160,ref,35.071915
4648166,4648163,new,29.40924
4648166,4648164,ref,39.222404
4648182,4648179,new,32.67794
4648182,4648180,ref,38.92609
4648186,4648183,new,29.144375
4648186,4648184,ref,34.06327
4648206,4648203,new,29.009115
4648206,4648204,ref,33.49237
4648214,4648211,new,30.338507
4648214,4648212,ref,38.760223
4648230,4648227,new,32.285984
4648230,4648228,ref,37.840687
4648262,4648259,new,32.772697
4648262,4648260,ref,42.879276
4648282,4648279,new,29.210876
4648282,4648280,ref,32.75849
4648298,4648295,new,31.10894
4648298,4648296,ref,40.265656
4648318,4648315,new,28.229378
4648318,4648316,ref,41.49144
4648322,4648319,new,28.563158
4648322,4648320,ref,33.680733
4648366,4648363,new,32.48572
4648366,4648364,ref,40.019524
4648370,4648367,new,33.93276
4648370,4648368,ref,36.345592
4648374,4648371,new,46.966385
4648374,4648372,ref,30.406181
4648386,4648383,new,44.1168
4648386,4648384,ref,32.263523
4648442,4648439,new,41.608337
4648442,4648440,ref,29.306934
4648450,4648447,new,31.20586
4648450,4648448,ref,37.20418
4648454,4648451,new,29.965408
4648454,4648452,ref,43.742744
4648458,4648455,new,30.9609
4648458,4648456,ref,34.206913
4648462,4648459,new,31.039307
4648462,4648460,ref,32.848923
4648502,4648499,new,29.487324
4648502,4648500,ref,37.806297
4648506,4648503,new,32.8223
4648506,4648504,ref,44.016006
4648514,4648511,new,34.952084
4648514,4648512,ref,40.988205
4648522,4648519,new,29.181185
4648522,4648520,ref,33.363575
4648530,4648527,new,31.072807
4648530,4648528,ref,31.566547
4648546,4648543,new,35.65987
4648546,4648544,ref,43.982464
4648578,4648575,new,45.792385
4648578,4648576,ref,30.633568
4648614,4648611,new,43.433807
4648614,4648612,ref,34.45849
4648626,4648623,new,31.033794
4648626,4648624,ref,37.906174
4648678,4648675,new,34.38607
4648678,4648676,ref,42.382774
4648682,4648679,new,43.14655
4648682,4648680,ref,30.138203
4648710,4648707,new,45.42984
4648710,4648708,ref,31.055882
4648714,4648711,new,30.703289
4648714,4648712,ref,39.42579
4648718,4648715,new,33.297783
4648718,4648716,ref,44.023033
4648726,4648723,new,40.693092
4648726,4648724,ref,31.735027
4648738,4648735,new,31.278763
4648738,4648736,ref,36.721012
4648746,4648743,new,31.954773
4648746,4648744,ref,42.266808
4648778,4648775,new,31.204464
4648778,4648776,ref,42.702553
4648830,4648827,new,33.913532
4648830,4648828,ref,45.638817
4648872,4648869,new,25.208319
4648872,4648870,ref,39.388885
4648880,4648877,new,24.396458
4648880,4648878,ref,29.146889
4648888,4648885,new,26.862675
4648888,4648886,ref,34.900517
4648892,4648889,new,24.474411
4648892,4648890,ref,29.723837
4648896,4648893,new,25.226786
4648896,4648894,ref,30.120428
4648904,4648901,new,25.66705
4648904,4648902,ref,30.626812
4648908,4648905,new,27.020363
4648908,4648906,ref,31.972004
4648912,4648909,new,29.075092
4648912,4648910,ref,37.954906
4648924,4648921,new,26.304852
4648924,4648922,ref,33.355854
4648928,4648925,new,25.637066
4648928,4648926,ref,29.681946
4648956,4648953,new,26.429192
4648956,4648954,ref,29.571476
4648964,4648961,new,28.150537
4648964,4648962,ref,31.521833
4648976,4648973,new,45.692158
4648976,4648974,ref,29.216824
4649000,4648997,new,31.057941
4649000,4648998,ref,40.431496
4649008,4649005,new,28.31953
4649008,4649006,ref,32.018883
4649024,4649021,new,29.91867
4649024,4649022,ref,32.926514
4649040,4649037,new,32.21339
4649040,4649038,ref,45.075497
4649044,4649041,new,41.753407
4649044,4649042,ref,30.572245
4649060,4649057,new,31.243565
4649060,4649058,ref,37.20535
4649072,4649069,new,30.337364
4649072,4649070,ref,36.498444
4649076,4649073,new,29.710228
4649076,4649074,ref,33.766922
4649104,4649101,new,28.159744
4649104,4649102,ref,47.956993
4649124,4649121,new,30.08498
4649124,4649122,ref,34.644997
4649144,4649141,new,29.678686
4649144,4649142,ref,31.56591
4649180,4649177,new,28.325466
4649180,4649178,ref,33.040123
4649204,4649201,new,32.818035
4649204,4649202,ref,42.65921
4649236,4649233,new,37.54781
4649236,4649234,ref,30.766773
4649244,4649241,new,41.375313
4649244,4649242,ref,29.035198
4649260,4649257,new,32.43453
4649260,4649258,ref,36.764126
4649292,4649289,new,35.83868
4649292,4649290,ref,29.887648
4649324,4649321,new,32.17777
4649324,4649322,ref,30.497149
4649332,4649329,new,36.282707
4649332,4649330,ref,49.684998
4649352,4649349,new,34.32161
4649352,4649350,ref,43.842705
4649372,4649369,new,48.229637
4649372,4649370,ref,32.142807
4649424,4649421,new,36.461327
4649424,4649422,ref,30.321632
4649440,4649437,new,32.650494
4649440,4649438,ref,45.95158
4649448,4649445,new,43.02089
4649448,4649446,ref,32.366623
4649456,4649453,new,40.19348
4649456,4649454,ref,32.168686
4649472,4649469,new,35.97443
4649472,4649470,ref,30.801641
4649492,4649489,new,35.266613
4649492,4649490,ref,44.58812
4649540,4649537,new,31.901587
4649540,4649538,ref,28.679977
4649544,4649541,new,38.758133
4649544,4649542,ref,32.776596
4649600,4649597,new,39.481247
4649600,4649598,ref,32.460735
4649604,4649601,new,32.12135
4649604,4649602,ref,29.61048
4649664,4649661,new,39.928787
4649664,4649662,ref,32.73638
4649696,4649693,new,45.64903
4649696,4649694,ref,33.479332
4649720,4649717,new,42.309223
4649720,4649718,ref,32.234844
4649752,4649749,new,38.231857
4649752,4649750,ref,30.003899
4649792,4649789,new,43.12478
4649792,4649790,ref,32.797215
4649828,4649825,new,45.638817
4649828,4649826,ref,30.67511
4649832,4649829,new,46.84627
4649832,4649830,ref,32.28344
4649860,4649857,new,32.877872
4649860,4649858,ref,44.32417
4649868,4649865,new,35.307606
4649868,4649866,ref,31.090872
4649874,4649871,new,25.972382
4649874,4649872,ref,45.213783
4649882,4649879,new,28.233452
4649882,4649880,ref,26.847647
4649922,4649919,new,28.55465
4649922,4649920,ref,34.70888
4649946,4649943,new,29.26552
4649946,4649944,ref,40.20222
4649954,4649951,new,31.475853
4649954,4649952,ref,45.73572
4649970,4649967,new,33.28034
4649970,4649968,ref,38.381084
4649994,4649991,new,30.088898
4649994,4649992,ref,36.289806
4650002,4649999,new,44.147064
4650002,4650000,ref,30.75881
4650030,4650027,new,35.261375
4650030,4650028,ref,31.849384
4650038,4650035,new,35.887848
4650038,4650036,ref,45.06655
4650042,4650039,new,40.539795
4650042,4650040,ref,28.72622
4650054,4650051,new,33.952766
4650054,4650052,ref,42.162086
4650086,4650083,new,42.138344
4650086,4650084,ref,27.650303
4650106,4650103,new,36.43504
4650106,4650104,ref,32.928917
4650110,4650107,new,48.823856
4650110,4650108,ref,33.48268
4650178,4650175,new,47.211205
4650178,4650176,ref,32.629333
4650278,4650275,new,34.424286
4650278,4650276,ref,36.17896
4650550,4650547,new,37.187256
4650550,4650548,ref,29.744202
4650670,4650667,new,40.60904
4650670,4650668,ref,34.181618
4650766,4650763,new,44.691795
4650766,4650764,ref,33.127296
4650770,4650767,new,47.91891
4650770,4650768,ref,33.58375
4650794,4650791,new,41.965176
4650794,4650792,ref,35.472214
4650814,4650811,new,38.85368
4650814,4650812,ref,33.925747
4650876,4650873,new,27.612848
4650876,4650874,ref,31.576859
4650912,4650909,new,29.65261
4650912,4650910,ref,38.798885
4650936,4650933,new,30.650215
4650936,4650934,ref,40.733105
4650948,4650945,new,31.649399
4650948,4650946,ref,39.050423
4650952,4650949,new,39.121674
4650952,4650950,ref,31.828306
4650976,4650973,new,29.195822
4650976,4650974,ref,38.16751
4650984,4650981,new,28.499382
4650984,4650982,ref,42.979794
4650992,4650989,new,33.91189
4650992,4650990,ref,42.284664
4651012,4651009,new,29.732618
4651012,4651010,ref,30.641499
4651040,4651037,new,41.157055
4651040,4651038,ref,31.70451
4651056,4651053,new,27.000565
4651056,4651054,ref,42.566772
4651132,4651129,new,45.50827
4651132,4651130,ref,36.357605
4651164,4651161,new,33.18798
4651164,4651162,ref,43.97968
4651184,4651181,new,40.311455
4651184,4651182,ref,33.528717
4651188,4651185,new,33.615623
4651188,4651186,ref,43.793106
4651196,4651193,new,31.019836
4651196,4651194,ref,42.13106
4651200,4651197,new,25.857744
4651200,4651198,ref,40.39538
4651256,4651253,new,30.631058
4651256,4651254,ref,27.62562
4651280,4651277,new,32.560146
4651280,4651278,ref,42.602097
4651304,4651301,new,32.61539
4651304,4651302,ref,29.008272
4651332,4651329,new,30.04217
4651332,4651330,ref,43.23122
4651480,4651477,new,31.75866
4651480,4651478,ref,45.224895
4651576,4651573,new,32.43999
4651576,4651574,ref,43.749336
4651636,4651633,new,40.14545
4651636,4651634,ref,32.967762
4651668,4651665,new,47.28504
4651668,4651666,ref,35.2136
4651696,4651693,new,44.767876
4651696,4651694,ref,34.454292
4651712,4651709,new,35.724895
4651712,4651710,ref,42.636684
4651720,4651717,new,36.415245
4651720,4651718,ref,30.69466
4651764,4651761,new,46.487274
4651764,4651762,ref,35.1292
4651816,4651813,new,32.24174
4651816,4651814,ref,49.028122
4651820,4651817,new,41.86997
4651820,4651818,ref,37.983498
4652912,4652909,new,27.117142
4652912,4652910,ref,25.202137
4652932,4652929,new,39.884125
4652932,4652930,ref,29.016209
4652968,4652965,new,29.676516
4652968,4652966,ref,36.393356
4652972,4652969,new,35.922535
4652972,4652970,ref,31.823814
4652992,4652989,new,43.741425
4652992,4652990,ref,29.470001
4653012,4653009,new,40.431496
4653012,4653010,ref,29.10452
4653036,4653033,new,28.254997
4653036,4653034,ref,45.612392
4653044,4653041,new,30.493717
4653044,4653042,ref,42.636684
4653156,4653153,new,43.76918
4653156,4653154,ref,30.177393
4653168,4653165,new,39.116673
4653168,4653166,ref,32.57603
4653248,4653245,new,40.50777
4653248,4653246,ref,34.88575
4653280,4653277,new,32.977695
4653280,4653278,ref,44.103893
4653352,4653349,new,45.116886
4653352,4653350,ref,33.23122
4653508,4653505,new,47.05305
4653508,4653506,ref,30.852072
4653520,4653517,new,36.734375
4653520,4653518,ref,43.127064
4653596,4653593,new,35.67856
4653596,4653594,ref,46.966385
4653656,4653653,new,33.78352
4653656,4653654,ref,42.89659
4653668,4653665,new,42.681854
4653668,4653666,ref,35.72656
4653732,4653729,new,43.364418
4653732,4653730,ref,36.560017
4653828,4653825,new,43.68645
4653828,4653826,ref,35.735306
4653882,4653879,new,25.496614
4653882,4653880,ref,44.413967
4653886,4653883,new,25.58462
4653886,4653884,ref,37.22411
4653898,4653895,new,27.600725
4653898,4653896,ref,39.73393
4653906,4653903,new,24.608576
4653906,4653904,ref,29.202023
4653942,4653939,new,31.845636
4653942,4653940,ref,27.950668
4653946,4653943,new,32.41158
4653946,4653944,ref,27.006989
4653950,4653947,new,31.413832
4653950,4653948,ref,27.699507
4653986,4653983,new,30.6227
4653986,4653984,ref,34.860622
4654018,4654015,new,28.054962
4654018,4654016,ref,32.49352
4654042,4654039,new,32.083504
4654042,4654040,ref,29.129501
4654066,4654063,new,31.659664
4654066,4654064,ref,43.217186
4654082,4654079,new,30.818274
