clean_image,distorted_image,method,psnr
4565259,4565257,ref,37.727417
4565275,4565272,new,36.47218
4565275,4565273,ref,40.58159
4565303,4565300,new,45.208244
4565303,4565301,ref,39.858727
4565319,4565316,new,45.410454
4565319,4565317,ref,41.31462
4565415,4565412,new,41.625298
4565415,4565413,ref,40.68201
4565539,4565536,new,40.2698
4565539,4565537,ref,44.346825
4565583,4565580,new,47.467545
4565583,4565581,ref,38.94264
4565661,4565658,new,33.563602
4565661,4565659,ref,46.024498
4565669,4565666,new,46.28389
4565669,4565667,ref,34.03598
4565685,4565682,new,30.368332
4565685,4565683,ref,39.806248
4565697,4565694,new,45.098843
4565697,4565695,ref,34.6209
4565705,4565702,new,44.524555
4565705,4565703,ref,34.68606
4565713,4565710,new,38.403763
4565713,4565711,ref,32.488285
4565717,4565714,new,37.294582
4565717,4565715,ref,44.187744
4565745,4565742,new,46.239174
4565745,4565743,ref,35.728848
4565769,4565766,new,38.63731
4565769,4565767,ref,34.27444
4565777,4565774,new,33.82589
4565777,4565775,ref,40.715347
4565793,4565790,new,45.892815
4565793,4565791,ref,35.996735
4565829,4565826,new,45.74616
4565829,4565827,ref,36.34463
4565869,4565866,new,42.121983
4565869,4565867,ref,36.368683
4565877,4565874,new,44.757877
4565877,4565875,ref,37.082237
4565897,4565894,new,38.218174
4565897,4565895,ref,36.261005
4565913,4565910,new,46.517124
4565913,4565911,ref,36.48579
4565921,4565918,new,33.51982
4565921,4565919,ref,39.181183
4565997,4565994,new,47.542747
4565997,4565995,ref,38.76818
4566021,4566018,new,44.211166
4566021,4566019,ref,36.733585
4566041,4566038,new,35.17074
4566041,4566039,ref,44.301636
4566061,4566058,new,46.892284
4566061,4566059,ref,38.11635
4566069,4566066,new,48.931313
4566069,4566067,ref,35.411613
4566081,4566078,new,41.157784
4566081,4566079,ref,37.62475
4566085,4566082,new,36.032303
4566085,4566083,ref,38.91394
4566097,4566094,new,42.146545
4566097,4566095,ref,38.14349
4566121,4566118,new,45.754528
4566121,4566119,ref,36.60639
4566141,4566138,new,47.92581
4566141,4566139,ref,38.02392
4566157,4566154,new,42.18596
4566157,4566155,ref,36.69831
4566185,4566182,new,38.565918
4566185,4566183,ref,47.46444
4566213,4566210,new,40.132233
4566213,4566211,ref,37.117058
4566233,4566230,new,35.986336
4566233,4566231,ref,40.68657
4566245,4566242,new,37.812008
4566245,4566243,ref,45.140453
4566281,4566278,new,41.68724
4566281,4566279,ref,38.05297
4566341,4566338,new,35.934303
4566341,4566339,ref,38.97285
4566381,4566378,new,38.051193
4566381,4566379,ref,41.702038
4566401,4566398,new,42.18872
4566401,4566399,ref,39.10987
4566457,4566454,new,43.362007
4566457,4566455,ref,38.96144
4566477,4566474,new,46.076054
4566477,4566475,ref,38.167145
4566505,4566502,new,43.398365
4566505,4566503,ref,38.23853
4566549,4566546,new,39.41994
4566549,4566547,ref,39.872215
4566581,4566578,new,43.077045
4566581,4566579,ref,36.14332
4566613,4566610,new,43.557034
4566613,4566611,ref,38.669147
4566629,4566626,new,48.802685
4566629,4566627,ref,38.261597
4566671,4566668,new,46.659195
4566671,4566669,ref,35.08931
4566699,4566696,new,43.601448
4566699,4566697,ref,36.729652
4566707,4566704,new,36.508644
4566707,4566705,ref,43.89971
4566747,4566744,new,38.346714
4566747,4566745,ref,36.87491
4566827,4566824,new,49.41897
4566827,4566825,ref,37.29727
4566875,4566872,new,51.133873
4566875,4566873,ref,38.283657
4566939,4566936,new,45.544033
4566939,4566937,ref,38.0448
4566943,4566940,new,41.392918
4566943,4566941,ref,36.6734
4567027,4567024,new,35.976414
4567027,4567025,ref,44.106754
4567103,4567100,new,51.280857
4567103,4567101,ref,40.35412
4567247,4567244,new,45.422077
4567247,4567245,ref,37.89554
4567287,4567284,new,45.208244
4567287,4567285,ref,38.93741
4567299,4567296,new,44.570545
4567299,4567297,ref,40.127644
4567303,4567300,new,42.017113
4567303,4567301,ref,36.755154
4567311,4567308,new,43.010857
4567311,4567309,ref,37.472828
4567319,4567316,new,44.181908
4567319,4567317,ref,41.03881
4567443,4567440,new,44.237667
4567443,4567441,ref,39.163704
4567447,4567444,new,49.06835
4567447,4567445,ref,38.84514
4567487,4567484,new,45.51223
4567487,4567485,ref,35.479874
4567491,4567488,new,35.84958
4567491,4567489,ref,45.395004
4567631,4567628,new,44.3696
4567631,4567629,ref,41.217773
4567649,4567646,new,35.46202
4567649,4567647,ref,48.9575
4567653,4567650,new,38.900093
4567653,4567651,ref,33.23028
4567709,4567706,new,45.42984
4567709,4567707,ref,35.103706
4567725,4567722,new,40.128788
4567725,4567723,ref,35.877068
4567761,4567758,new,43.673462
4567761,4567759,ref,37.619923
4567785,4567782,new,42.721256
4567785,4567783,ref,37.124226
4567789,4567786,new,47.276115
4567789,4567787,ref,36.856514
4567833,4567830,new,41.741753
4567833,4567831,ref,37.639915
4567949,4567946,new,39.94085
4567949,4567947,ref,38.261967
4568097,4568094,new,43.76123
4568097,4568095,ref,38.71859
4568101,4568098,new,40.315643
4568101,4568099,ref,37.50906
4568137,4568134,new,42.11473
4568137,4568135,ref,39.363335
4568165,4568162,new,40.752914
4568165,4568163,ref,44.06682
4568181,4568178,new,41.36082
4568181,4568179,ref,45.200863
4568237,4568234,new,39.49064
4568237,4568235,ref,48.74394
4568281,4568278,new,36.171806
4568281,4568279,ref,40.034084
4568297,4568294,new,41.908665
4568297,4568295,ref,48.098354
4568445,4568442,new,41.092876
4568445,4568443,ref,37.353493
4568509,4568506,new,42.869568
4568509,4568507,ref,39.566032
4568553,4568550,new,45.82206
4568553,4568551,ref,40.27988
4568581,4568578,new,41.605118
4568581,4568579,ref,43.259422
4568617,4568614,new,40.469154
4568617,4568615,ref,40.92232
4626275,4579682,new,29.472809
4626275,4626274,ref,42.130157
4626269,4579686,new,29.783577
4626269,4626268,ref,41.051556
4626281,4579698,new,31.443684
4626281,4626280,ref,40.766174
4626278,4579710,new,30.32721
4626278,4626277,ref,39.892258
4626422,4579730,new,31.226332
4626422,4626421,ref,39.97613
4626354,4579758,new,33.584515
4626354,4626353,ref,46.88957
4626419,4626417,new,46.803406
4626419,4579779,ref,31.926405
4626428,4579786,new,32.635353
4626428,4626427,ref,37.49684
4626261,4579810,new,35.13301
4626261,4626260,ref,40.83511
4626373,4579854,new,37.530125
4626373,4626372,ref,44.180454
4626322,4579898,new,35.098663
4626322,4626321,ref,46.2768
4626338,4579962,new,37.32033
4626338,4626337,ref,42.68909
4626299,4580002,new,35.751183
4626299,4626298,ref,45.67568
4626401,4580030,new,35.528103
4626401,4626400,ref,42.208107
4626296,4580038,new,32.662395
4626296,4626295,ref,37.790203
4626425,4580138,new,30.802711
4626425,4626424,ref,35.763123
4626347,4580154,new,36.160988
4626347,4626346,ref,47.80663
4626431,4580158,new,31.241638
4626431,4626430,ref,38.458447
4626357,4580166,new,35.991425
4626357,4626356,ref,47.348053
4626395,4626393,new,35.772785
4626395,4580207,ref,41.957306
4626398,4580214,new,36.52862
4626398,4626397,ref,44.377216
4626366,4580258,new,36.39967
4626366,4626365,ref,43.155746
4626333,4580302,new,34.821087
4626333,4626332,ref,43.38743
4626305,4580342,new,35.86459
4626305,4626304,ref,45.562023
4626363,4580358,new,37.110184
4626363,4626362,ref,45.938454
4626255,4580374,new,34.272507
4626255,4626254,ref,45.06298
4626408,4580410,new,37.76252
4626408,4626407,ref,46.792755
4626319,4580414,new,36.995827
4626319,4626318,ref,49.11804
4626360,4580450,new,34.89536
4626360,4626359,ref,44.95539
4580513,4580510,new,35.679585
4580513,4580511,ref,39.76598
4626388,4580558,new,36.81515
4626388,4626387,ref,45.322365
4626438,4580598,new,38.467823
4626438,4626437,ref,43.521824
4626286,4580638,new,36.414513
4626286,4626285,ref,42.615284
4580671,4580668,new,32.345463
4580671,4580669,ref,39.614655
4580739,4580736,new,32.83308
4580739,4580737,ref,40.680054
4580743,4580740,new,33.043262
4580743,4580741,ref,43.681255
4580895,4580892,new,43.829247
4580895,4580893,ref,35.645554
4580903,4580900,new,36.26925
4580903,4580901,ref,42.467415
4580919,4580916,new,43.101982
4580919,4580917,ref,36.069744
4580951,4580948,new,44.002
4580951,4580949,ref,37.672035
4581007,4581004,new,39.59433
4581007,4581005,ref,35.518967
4581091,4581088,new,48.17811
4581091,4581089,ref,36.734634
4581131,4581128,new,47.044594
4581131,4581129,ref,34.494213
4629795,4629793,new,43.398365
4629795,4581161,ref,38.48114
4581171,4581168,new,42.173084
4581171,4581169,ref,36.963066
4581215,4581212,new,40.344467
4581215,4581213,ref,36.255363
4581243,4581240,new,46.692852
4581243,4581241,ref,37.970226
4581255,4581252,new,39.959007
4581255,4581253,ref,41.45083
4581351,4581348,new,45.162323
4581351,4581349,ref,36.43945
4581495,4581492,new,46.1557
4581495,4581493,ref,37.89348
4581623,4581620,new,42.163918
4581623,4581621,ref,37.322735
4581655,4581652,new,37.350468
4581655,4581653,ref,41.103626
4581693,4581690,new,37.69849
4581693,4581691,ref,32.895832
4581701,4581698,new,32.033794
4581701,4581699,ref,40.788807
4581709,4581706,new,33.688663
4581709,4581707,ref,43.55577
4581729,4581726,new,34.116222
4581729,4581727,ref,40.337242
4581733,4581730,new,34.939224
4581733,4581731,ref,31.812393
4581741,4581738,new,30.677584
4581741,4581739,ref,38.410706
4581753,4581750,new,39.211716
4581753,4581751,ref,33.242714
4581757,4581754,new,31.256554
4581757,4581755,ref,33.39922
4581761,4581758,new,33.045395
4581761,4581759,ref,41.200134
4581765,4581762,new,30.860071
4581765,4581763,ref,33.815426
4581809,4581806,new,37.942413
4581809,4581807,ref,33.661163
4581837,4581834,new,36.936317
4581837,4581835,ref,43.01197
4581849,4581846,new,33.273354
4581849,4581847,ref,42.546722
4581905,4581902,new,38.692562
4581905,4581903,ref,34.473274
4581933,4581930,new,38.628372
4581933,4581931,ref,34.31424
4581997,4581994,new,44.903446
4581997,4581995,ref,34.692616
4582001,4581998,new,39.69121
4582001,4581999,ref,33.754353
4582017,4582014,new,39.401474
4582017,4582015,ref,34.015167
4582057,4582054,new,35.412003
4582057,4582055,ref,35.667664
4582085,4582082,new,37.408916
4582085,4582083,ref,46.64118
4582097,4582094,new,33.30183
4582097,4582095,ref,37.35864
4582145,4582142,new,35.721153
4582145,4582143,ref,40.1836
4582165,4582162,new,44.32869
4582165,4582163,ref,36.025833
4582181,4582178,new,36.04953
4582181,4582179,ref,42.357803
4582201,4582198,new,32.540222
4582201,4582199,ref,40.84794
4582237,4582234,new,34.594685
4582237,4582235,ref,44.728016
4582261,4582258,new,34.88147
4582261,4582259,ref,40.610962
4629776,4582326,new,36.060074
4629776,4629775,ref,42.699436
4582337,4582334,new,36.65739
4582337,4582335,ref,44.852108
4582357,4582354,new,36.723892
4582357,4582355,ref,46.47737
4582389,4582386,new,33.8948
4582389,4582387,ref,37.90274
4582405,4582402,new,40.958954
4582405,4582403,ref,36.931377
4582413,4582410,new,36.65584
4582413,4582411,ref,43.536877
4582461,4582458,new,35.219337
4582461,4582459,ref,37.87945
4582549,4582546,new,38.54636
4582549,4582547,ref,36.39724
4582557,4582554,new,41.065758
4582557,4582555,ref,37.38203
4582617,4582614,new,44.824974
4582617,4582615,ref,36.4532
4582669,4582666,new,35.689064
4582669,4582667,ref,40.713383
4582687,4582684,new,32.78335
4582687,4582685,ref,31.717384
4582703,4582700,new,34.74624
4582703,4582701,ref,43.73353
4582715,4582712,new,40.55305
4582715,4582713,ref,37.15794
4582739,4582736,new,44.58812
4582739,4582737,ref,39.662796
4582755,4582752,new,38.239273
4582755,4582753,ref,42.177677
4582767,4582764,new,40.35533
4582767,4582765,ref,45.009735
4582787,4582784,new,45.969143
4582787,4582785,ref,38.419205
4582791,4582788,new,46.579975
4582791,4582789,ref,38.85368
4582823,4582820,new,43.06125
4582823,4582821,ref,38.154392
4582839,4582836,new,47.710304
4582839,4582837,ref,41.932915
4583115,4583112,new,45.892815
4583115,4583113,ref,40.482197
4583299,4583296,new,41.753407
4583299,4583297,ref,46.192604
4583483,4583480,new,39.74546
4583483,4583481,ref,44.80642
4583491,4583488,new,48.81962
4583491,4583489,ref,39.324574
4583499,4583496,new,39.694324
4583499,4583497,ref,48.857956
4583685,4583682,new,44.779568
4583685,4583683,ref,33.255295
4583689,4583686,new,33.059784
4583689,4583687,ref,41.618023
4583697,4583694,new,32.238758
4583697,4583695,ref,41.011322
4583705,4583702,new,33.140926
4583705,4583703,ref,38.355095
4583713,4583710,new,35.43704
4583713,4583711,ref,33.641937
4583741,4583738,new,41.117283
4583741,4583739,ref,30.660767
4583749,4583746,new,34.550663
4583749,4583747,ref,39.72034
4583769,4583766,new,36.818626
4583769,4583767,ref,41.839256
4583825,4583822,new,39.35901
4583825,4583823,ref,35.890224
4583833,4583830,new,34.559715
4583833,4583831,ref,41.639893
4583953,4583950,new,43.86705
4583953,4583951,ref,38.782455
4584017,4584014,new,36.568848
4584017,4584015,ref,38.27018
4584093,4584090,new,41.75257
4584093,4584091,ref,37.35743
4584105,4584102,new,43.218353
4584105,4584103,ref,36.434547
4626445,4584162,new,38.71238
4626445,4626444,ref,41.672485
4584173,4584170,new,40.58605
4584173,4584171,ref,36.310226
4584241,4584238,new,38.345192
4584241,4584239,ref,43.98525
4584285,4584282,new,41.22294
4584285,4584283,ref,37.069176
4584321,4584318,new,37.220585
4584321,4584319,ref,43.689056
4584349,4584346,new,35.379997
4584349,4584347,ref,42.89009
4584397,4584394,new,44.486855
4584397,4584395,ref,36.976086
4584421,4584418,new,46.2768
4584421,4584419,ref,36.175037
4584425,4584422,new,38.188366
4584425,4584423,ref,45.345173
4584505,4584502,new,38.644638
4584505,4584503,ref,45.500366
4584521,4584518,new,35.716377
4584521,4584519,ref,40.041386
4584573,4584570,new,40.986107
4584573,4584571,ref,47.677574
4584605,4584602,new,37.781178
4584605,4584603,ref,38.378017
4584661,4584658,new,43.767853
4584661,4584659,ref,38.00524
4585681,4585678,new,33.142303
4585681,4585679,ref,40.352306
4585689,4585686,new,34.357895
4585689,4585687,ref,42.309223
4585693,4585690,new,30.489664
4585693,4585691,ref,37.257725
4585753,4585750,new,38.632027
4585753,4585751,ref,35.766273
4585757,4585754,new,31.935783
4585757,4585755,ref,43.572205
4585793,4585790,new,40.80352
4585793,4585791,ref,36.86597
4585837,4585834,new,45.200863
4585837,4585835,ref,36.409885
4585845,4585842,new,41.62287
4585845,4585843,ref,33.956917
4585861,4585858,new,35.27092
4585861,4585859,ref,41.78855
4586025,4586022,new,31.599483
4586025,4586023,ref,35.3614
4586033,4586030,new,36.915203
4586033,4586031,ref,39.65045
4586085,4586082,new,45.779728
4586085,4586083,ref,37.514393
4586117,4586114,new,42.562756
4586117,4586115,ref,36.60563
4586137,4586134,new,40.49341
4586137,4586135,ref,36.966938
4586149,4586146,new,34.821766
4586149,4586147,ref,41.426796
4586165,4586162,new,39.877083
4586165,4586163,ref,35.76921
4586169,4586166,new,36.677025
4586169,4586167,ref,43.246468
4586173,4586170,new,46.607918
4586173,4586171,ref,37.39912
4586185,4586182,new,40.541054
4586185,4586183,ref,43.71124
4586209,4586206,new,40.717316
4586209,4586207,ref,38.900093
4586229,4586226,new,35.913837
4586229,4586227,ref,44.309128
4586241,4586238,new,41.86911
4586241,4586239,ref,36.719967
4586289,4586286,new,41.15052
4586289,4586287,ref,37.45142
4586313,4586310,new,50.331234
4586313,4586311,ref,38.38569
4586345,4586342,new,41.24809
4586345,4586343,ref,35.725937
4586421,4586418,new,37.623463
4586421,4586419,ref,44.54194
4586617,4586614,new,38.733532
4586617,4586615,ref,40.30667
4586621,4586618,new,35.10569
4586621,4586619,ref,45.324257
4586683,4586680,new,32.638012
4586683,4586681,ref,37.877403
4586687,4586684,new,35.647186
4586687,4586685,ref,45.698357
4586691,4586688,new,32.432285
4586691,4586689,ref,39.47187
4586695,4586692,new,34.89725
4586695,4586693,ref,40.36621
4586703,4586700,new,33.960796
4586703,4586701,ref,37.41597
4586711,4586708,new,41.811295
4586711,4586709,ref,33.981487
4586739,4586736,new,32.360867
4586739,4586737,ref,42.681854
4586767,4586764,new,50.471634
4586767,4586765,ref,36.52712
4586811,4586808,new,36.5691
4586811,4586809,ref,45.009735
4586815,4586812,new,41.772617
4586815,4586813,ref,34.619606
4586839,4586836,new,37.871605
4586839,4586837,ref,34.82041
4586843,4586840,new,38.966705
4586843,4586841,ref,43.30564
4586923,4586920,new,45.538055
4586923,4586921,ref,37.18144
4586927,4586924,new,43.293743
4586927,4586925,ref,37.642826
4586939,4586936,new,39.091766
4586939,4586937,ref,36.32811
4586979,4586976,new,37.711617
4586979,4586977,ref,42.085842
4587039,4587036,new,38.63284
4587039,4587037,ref,44.401684
4587095,4587092,new,43.98664
4587095,4587093,ref,39.522434
4587099,4587096,new,41.24809
4587099,4587097,ref,37.252396
4587111,4587108,new,43.3753
4587111,4587109,ref,38.06436
4587131,4587128,new,37.274925
4587131,4587129,ref,41.660236
4587143,4587140,new,39.40002
4587143,4587141,ref,42.613255
4587199,4587196,new,50.73376
4587199,4587197,ref,37.47843
4587255,4587252,new,37.986298
4587255,4587253,ref,41.818905
4587339,4587336,new,45.373848
4587339,4587337,ref,40.37288
4587351,4587348,new,38.67653
4587351,4587349,ref,43.603996
4587367,4587364,new,47.783184
4587367,4587365,ref,38.134426
4587375,4587372,new,45.719074
4587375,4587373,ref,39.91567
4587391,4587388,new,35.996956
4587391,4587389,ref,42.39725
4587423,4587420,new,38.394524
4587423,4587421,ref,36.503666
4587431,4587428,new,35.72989
4587431,4587429,ref,43.931244
4587475,4587472,new,40.65345
4587475,4587473,ref,39.982227
4587507,4587504,new,47.150135
4587507,4587505,ref,39.588757
4587627,4587624,new,39.590275
4587627,4587625,ref,40.44319
4587639,4587636,new,35.92972
4587639,4587637,ref,40.626366
4587663,4587660,new,45.849796
4587663,4587661,ref,39.614655
4587713,4587710,new,33.856483
4587713,4587711,ref,39.02145
4587741,4587738,new,34.288315
4587741,4587739,ref,42.53373
4587793,4587790,new,37.760857
4587793,4587791,ref,43.707314
4587913,4587910,new,39.021893
4587913,4587911,ref,36.487774
4587937,4587934,new,42.577843
4587937,4587935,ref,37.045437
4587973,4587970,new,38.11563
4587973,4587971,ref,40.659924
4588013,4588010,new,41.709457
4588013,4588011,ref,37.233517
4588021,4588018,new,42.90093
4588021,4588019,ref,36.521618
4588037,4588034,new,41.985344
4588037,4588035,ref,36.086662
4588065,4588062,new,45.23417
4588065,4588063,ref,38.1337
4588085,4588082,new,47.26721
4588085,4588083,ref,38.49096
4588089,4588086,new,43.09403
4588089,4588087,ref,36.856247
4588165,4588162,new,35.59157
4588165,4588163,ref,41.057236
4588169,4588166,new,46.43798
4588169,4588167,ref,37.60515
4588185,4588182,new,33.64825
4588185,4588183,ref,50.92232
4588249,4588246,new,45.677734
4588249,4588247,ref,39.192726
4588337,4588334,new,41.200134
4588337,4588335,ref,47.04741
4588385,4588382,new,36.971928
4588385,4588383,ref,38.20269
4588417,4588414,new,41.319145
4588417,4588415,ref,48.31564
4588461,4588458,new,47.877747
4588461,4588459,ref,38.032757
4588465,4588462,new,44.557808
4588465,4588463,ref,38.753952
4588521,4588518,new,47.72346
4588521,4588519,ref,38.641785
4588529,4588526,new,43.251175
4588529,4588527,ref,36.779743
4588581,4588578,new,44.325676
4588581,4588579,ref,39.842056
4588687,4588684,new,46.602825
4588687,4588685,ref,27.88834
4588695,4588692,new,41.750908
4588695,4588693,ref,28.25403
4588699,4588696,new,48.52451
4588699,4588697,ref,29.53042
4588703,4588700,new,46.18566
4588703,4588701,ref,31.364021
4588707,4588704,new,43.76123
4588707,4588705,ref,31.313267
4588739,4588736,new,49.13169
4588739,4588737,ref,31.926666
4588751,4588748,new,43.587437
4588751,4588749,ref,32.27037
4588759,4588756,new,45.406586
4588759,4588757,ref,32.003582
4588787,4588784,new,45.964745
4588787,4588785,ref,32.794037
4588807,4588804,new,44.25394
4588807,4588805,ref,34.59244
4588835,4588832,new,48.645042
4588835,4588833,ref,33.074333
4588843,4588840,new,42.113823
4588843,4588841,ref,33.84015
4588855,4588852,new,46.367477
4588855,4588853,ref,34.43169
4588891,4588888,new,42.258373
4588891,4588889,ref,35.10569
4588907,4588904,new,47.211205
4588907,4588905,ref,36.567837
4588919,4588916,new,48.372658
4588919,4588917,ref,35.120502
4588923,4588920,new,35.807835
4588923,4588921,ref,43.995014
4588943,4588940,new,46.51962
4588943,4588941,ref,35.238632
4589015,4589012,new,46.389236
4589015,4589013,ref,37.054466
4589023,4589020,new,40.75093
4589023,4589021,ref,35.85472
4589115,4589112,new,45.29402
4589115,4589113,ref,37.738316
4589187,4589184,new,42.33773
4589187,4589185,ref,36.40453
4589211,4589208,new,43.096306
4589211,4589209,ref,37.758198
4589271,4589268,new,44.267303
4589271,4589269,ref,39.528423
4589295,4589292,new,44.646133
4589295,4589293,ref,35.715134
4589311,4589308,new,51.019764
4589311,4589309,ref,39.872215
4589323,4589320,new,46.011147
4589323,4589321,ref,37.816383
4589327,4589324,new,41.644764
4589327,4589325,ref,37.93168
4589355,4589352,new,42.762066
4589355,4589353,ref,37.951084
4589467,4589464,new,35.74219
4589467,4589465,ref,39.927692
4589483,4589480,new,44.706577
4589483,4589481,ref,39.03569
4589491,4589488,new,47.84035
4589491,4589489,ref,39.735497
4589495,4589492,new,43.218353
4589495,4589493,ref,39.43262
4589499,4589496,new,43.10312
4589499,4589497,ref,38.88069
4589503,4589500,new,49.843132
4589503,4589501,ref,38.747276
4589587,4589584,new,43.008633
4589587,4589585,ref,37.52792
4589631,4589628,new,44.40322
4589631,4589629,ref,38.44948
4589689,4589686,new,29.624393
4589689,4589687,ref,40.29534
4589693,4589690,new,31.07894
4589693,4589691,ref,35.243095
4589729,4589726,new,41.432987
4589729,4589727,ref,36.0005
4589737,4589734,new,31.878195
4589737,4589735,ref,43.129353
4589761,4589758,new,34.83242
4589761,4589759,ref,39.85065
4589781,4589778,new,39.6664
4589781,4589779,ref,34.5151
4589785,4589782,new,35.116886
4589785,4589783,ref,40.14027
4589809,4589806,new,32.67186
4589809,4589807,ref,41.530846
4589861,4589858,new,37.253284
4589861,4589859,ref,41.245865
4589917,4589914,new,35.00251
4589917,4589915,ref,42.736908
4589985,4589982,new,43.695564
4589985,4589983,ref,35.97487
4590005,4590002,new,37.753883
4590005,4590003,ref,42.17492
4590081,4590078,new,36.50541
4590081,4590079,ref,45.000923
4590145,4590142,new,49.507504
4590145,4590143,ref,36.25442
4590157,4590154,new,37.663578
4590157,4590155,ref,42.235962
4590205,4590202,new,38.60974
4590205,4590203,ref,42.771534
4590253,4590250,new,38.957935
4590253,4590251,ref,44.94148
4590309,4590306,new,41.194267
4590309,4590307,ref,39.551952
4590317,4590314,new,35.860943
4590317,4590315,ref,41.208946
4590321,4590318,new,48.54835
4590321,4590319,ref,37.161125
4590325,4590322,new,36.844387
4590325,4590323,ref,42.090343
4590337,4590334,new,42.025978
4590337,4590335,ref,36.27562
4590377,4590374,new,38.149666
4590377,4590375,ref,44.568947
4590389,4590386,new,37.087925
4590389,4590387,ref,45.29779
4590393,4590390,new,37.570335
4590393,4590391,ref,43.997807
4590401,4590398,new,44.667274
4590401,4590399,ref,38.440918
4590541,4590538,new,43.609104
4590541,4590539,ref,37.131123
4590637,4590634,new,39.392273
4590637,4590635,ref,47.473763
4590677,4590674,new,42.60108
4590677,4590675,ref,37.493717
4590695,4590692,new,43.94503
4590695,4590693,ref,33.55539
4590751,4590748,new,46.09413
4590751,4590749,ref,35.644127
4590767,4590764,new,47.561756
4590767,4590765,ref,37.22822
4590771,4590768,new,44.118233
4590771,4590769,ref,37.29966
4590787,4590784,new,43.975506
4590787,4590785,ref,35.555218
4590811,4590808,new,45.47869
4590811,4590809,ref,37.728077
4590815,4590812,new,40.250298
4590815,4590813,ref,36.744884
4590879,4590876,new,47.205353
4590879,4590877,ref,37.036705
4591067,4591064,new,46.460094
4591067,4591065,ref,36.42501
4591227,4591224,new,44.556217
4591227,4591225,ref,37.742615
4591487,4591484,new,45.02564
4591487,4591485,ref,38.02674
4591503,4591500,new,44.334724
4591503,4591501,ref,39.988884
4591535,4591532,new,40.841183
4591535,4591533,ref,38.72813
4591543,4591540,new,44.920692
4591543,4591541,ref,37.56239
4591631,4591628,new,38.995316
4591631,4591629,ref,44.173172
4591717,4591714,new,38.93479
4591717,4591715,ref,32.963577
4591737,4591734,new,44.60255
4591737,4591735,ref,37.16953
4591761,4591758,new,47.067192
4591761,4591759,ref,37.15274
4591813,4591810,new,37.394844
4591813,4591811,ref,44.57533
4591897,4591894,new,33.68242
4591897,4591895,ref,31.938828
4591937,4591934,new,39.632515
4591937,4591935,ref,36.182884
4591969,4591966,new,45.710777
4591969,4591967,ref,38.33001
4592021,4592018,new,34.82514
4592021,4592019,ref,33.316856
4592053,4592050,new,47.061535
4592053,4592051,ref,36.82532
4592085,4592082,new,43.860275
4592085,4592083,ref,38.77825
4592141,4592138,new,41.590645
4592141,4592139,ref,36.120934
4592253,4592250,new,45.45127
4592253,4592251,ref,38.67366
4592345,4592342,new,44.545113
4592345,4592343,ref,37.855267
4592445,4592442,new,38.793823
4592445,4592443,ref,39.56301
4592597,4592594,new,39.852264
4592597,4592595,ref,43.13852
4592625,4592622,new,44.716457
4592625,4592623,ref,38.6671
4594832,4594829,new,24.617804
4594832,4594830,ref,27.739141
4594836,4594833,new,25.35517
4594836,4594834,ref,30.718235
4594856,4594853,new,28.834188
4594856,4594854,ref,31.504957
4594864,4594861,new,32.343647
4594864,4594862,ref,46.317135
4594868,4594865,new,32.75429
4594868,4594866,ref,43.707314
4594880,4594877,new,26.638586
4594880,4594878,ref,29.475668
4594884,4594881,new,31.734278
4594884,4594882,ref,42.698402
4594892,4594889,new,29.750345
4594892,4594890,ref,33.984135
4594896,4594893,new,28.690338
4594896,4594894,ref,36.409885
4594908,4594905,new,28.19791
4594908,4594906,ref,39.010357
4594932,4594929,new,30.291767
4594932,4594930,ref,36.714737
4594952,4594949,new,33.87261
4594952,4594950,ref,45.82206
4594988,4594985,new,32.47154
4594988,4594986,ref,41.776806
4594996,4594993,new,29.499458
4594996,4594994,ref,44.16881
4595048,4595045,new,33.36128
4595048,4595046,ref,38.8413
4595064,4595061,new,26.448801
4595064,4595062,ref,33.847023
4595068,4595065,new,32.88522
4595068,4595066,ref,34.93627
4595072,4595069,new,40.423508
4595072,4595070,ref,34.282494
4595084,4595081,new,36.67651
4595084,4595082,ref,27.238083
4595104,4595101,new,32.7628
4595104,4595102,ref,44.282192
4595116,4595113,new,31.08058
4595116,4595114,ref,35.22786
4595164,4595161,new,34.553993
4595164,4595162,ref,39.288986
4595192,4595189,new,31.106213
4595192,4595190,ref,35.284428
4595204,4595201,new,34.578365
4595204,4595202,ref,42.13652
4595260,4595257,new,36.078762
4595260,4595258,ref,40.00557
4595416,4595413,new,45.81993
4595416,4595414,ref,31.691591
4595432,4595429,new,46.66952
4595432,4595430,ref,34.515728
4595472,4595469,new,48.64912
4595472,4595470,ref,31.968674
4595484,4595481,new,40.731125
4595484,4595482,ref,33.268272
4595564,4595561,new,31.329262
4595564,4595562,ref,44.841915
4595568,4595565,new,31.605358
4595568,4595566,ref,43.337933
4595572,4595569,new,45.195335
4595572,4595570,ref,31.757658
4595616,4595613,new,34.612198
4595616,4595614,ref,38.110943
4595632,4595629,new,31.373402
4595632,4595630,ref,40.80017
4595664,4595661,new,34.036686
4595664,4595662,ref,36.275856
4595688,4595685,new,34.2673
4595688,4595686,ref,41.357018
4595692,4595689,new,33.691917
4595692,4595690,ref,41.864834
4595696,4595693,new,45.81568
4595696,4595694,ref,32.65449
4595716,4595713,new,44.711514
4595716,4595714,ref,28.352995
4595760,4595757,new,45.476727
4595760,4595758,ref,28.116568
4595768,4595765,new,33.971615
